date,trump_odds,biden_odds,source,trump_odds_dec,biden_odds_dec,hold,trump_win_perc,biden_win_perc
2020-04-08,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-09,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-10,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-11,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-12,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-13,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-14,-121,+114,1.0,1.8264462809917354,2.1399999999999997,1.4585200626659987,0.5395,0.4605
2020-04-15,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-16,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-17,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-18,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-19,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-20,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-21,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-22,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-23,-116,+110,1.0,1.8620689655172413,2.1,1.305485639819194,0.53,0.47
2020-04-24,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-04-25,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-04-26,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-04-27,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-04-28,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-04-29,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-04-30,-129,+114,1.0,1.7751937984496124,2.1399999999999997,2.9699415084176373,0.5466,0.4534
2020-05-01,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-02,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-03,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-04,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-05,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-06,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-07,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-08,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-09,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-10,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-11,-130,+123,1.0,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-12,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-13,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-14,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-15,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-16,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-17,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-18,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-19,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-20,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-21,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-22,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-23,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-24,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-25,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-26,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-27,-131,+120,1.0,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-28,-132,+112,1.0,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-05-29,-132,+112,1.0,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-05-30,-132,+112,1.0,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-05-31,-132,+112,1.0,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-06-01,-130,+110,1.0,1.7692307692307692,2.1,3.9761405240603467,0.5427,0.4573
2020-06-02,-130,+110,1.0,1.7692307692307692,2.1,3.9761405240603467,0.5427,0.4573
2020-06-03,+101,-114,1.0,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-04,+101,-114,1.0,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-05,+101,-114,1.0,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-06,+101,-114,1.0,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-07,+101,-114,1.0,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-08,+101,-114,1.0,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-09,+108,-123,1.0,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-10,+108,-123,1.0,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-11,+108,-123,1.0,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-12,+108,-123,1.0,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-13,+108,-123,1.0,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-14,+108,-123,1.0,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-15,+113,-130,1.0,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-16,+113,-130,1.0,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-17,+113,-130,1.0,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-18,+113,-130,1.0,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-19,+113,-130,1.0,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-20,+113,-130,1.0,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-21,+123,-145,1.0,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-22,+123,-145,1.0,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-23,+123,-145,1.0,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-24,+123,-145,1.0,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-25,+135,-159,1.0,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-26,+135,-159,1.0,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-27,+135,-159,1.0,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-28,+135,-159,1.0,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-29,+135,-159,1.0,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-30,+135,-159,1.0,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-07-01,+148,-166,1.0,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-02,+148,-166,1.0,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-03,+148,-166,1.0,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-04,+148,-166,1.0,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-05,+148,-166,1.0,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-06,+148,-166,1.0,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-07,+130,-150,1.0,2.3,1.6666666666666665,3.3613249824704705,0.4202,0.5798
2020-07-08,+130,-150,1.0,2.3,1.6666666666666665,3.3613249824704705,0.4202,0.5798
2020-07-09,+130,-150,1.0,2.3,1.6666666666666665,3.3613249824704705,0.4202,0.5798
2020-07-10,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-11,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-12,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-13,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-14,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-15,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-16,+136,-158,1.0,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-17,+144,-168,1.0,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-18,+144,-168,1.0,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-19,+144,-168,1.0,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-20,+144,-168,1.0,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-21,+144,-168,1.0,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-22,+151,-175,1.0,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-23,+151,-175,1.0,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-24,+151,-175,1.0,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-25,+151,-175,1.0,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-26,+151,-175,1.0,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-27,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-28,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-29,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-30,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-31,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-01,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-02,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-03,+149,-175,1.0,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-04,+142,-170,1.0,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-05,+142,-170,1.0,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-06,+142,-170,1.0,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-07,+142,-170,1.0,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-08,+142,-170,1.0,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-09,+142,-170,1.0,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-10,+128,-157,1.0,2.2800000000000002,1.6369426751592355,4.715758932446298,0.4179,0.5821
2020-08-11,+128,-157,1.0,2.2800000000000002,1.6369426751592355,4.715758932446298,0.4179,0.5821
2020-08-12,+127,-156,1.0,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-13,+127,-156,1.0,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-14,+127,-156,1.0,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-15,+127,-156,1.0,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-16,+127,-156,1.0,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-17,+116,-144,1.0,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-18,+116,-144,1.0,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-19,+116,-144,1.0,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-20,+116,-144,1.0,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-21,+104,-138,1.0,2.04,1.7246376811594204,6.544503171922786,0.4581,0.5419
2020-08-22,+104,-138,1.0,2.04,1.7246376811594204,6.544503171922786,0.4581,0.5419
2020-08-23,+104,-138,1.0,2.04,1.7246376811594204,6.544503171922786,0.4581,0.5419
2020-08-24,+104,-136,1.0,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-25,+104,-136,1.0,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-26,+104,-136,1.0,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-27,+104,-136,1.0,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-28,-110,-115,1.0,1.9090909090909092,1.8695652173913042,5.5439288407115885,0.4948,0.5052
2020-08-29,-110,-115,1.0,1.9090909090909092,1.8695652173913042,5.5439288407115885,0.4948,0.5052
2020-08-30,-110,-115,1.0,1.9090909090909092,1.8695652173913042,5.5439288407115885,0.4948,0.5052
2020-08-31,-117,-106,1.0,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-01,-117,-106,1.0,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-02,-117,-106,1.0,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-03,-117,-106,1.0,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-04,-117,-106,1.0,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-05,-116,-109,1.0,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-06,-116,-109,1.0,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-07,-116,-109,1.0,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-08,-116,-109,1.0,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-09,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-10,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-11,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-12,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-13,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-14,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-15,-110,-114,1.0,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-16,+100,-122,1.0,2.0,1.819672131147541,4.72103547825043,0.4764,0.5236
2020-09-17,+100,-122,1.0,2.0,1.819672131147541,4.72103547825043,0.4764,0.5236
2020-09-18,+100,-122,1.0,2.0,1.819672131147541,4.72103547825043,0.4764,0.5236
2020-09-19,+103,-126,1.0,2.0300000000000002,1.7936507936507935,4.773967832275667,0.4691,0.5309
2020-09-20,+103,-126,1.0,2.0300000000000002,1.7936507936507935,4.773967832275667,0.4691,0.5309
2020-09-21,+103,-126,1.0,2.0300000000000002,1.7936507936507935,4.773967832275667,0.4691,0.5309
2020-09-22,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-23,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-24,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-25,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-26,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-27,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-28,+108,-130,1.0,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-29,+107,-129,1.0,2.0700000000000003,1.7751937984496124,4.435199667501491,0.4617,0.5383
2020-09-30,+129,-148,1.0,2.29,1.6756756756756757,3.2372144219218226,0.4225,0.5775
2020-10-01,+129,-148,1.0,2.29,1.6756756756756757,3.2372144219218226,0.4225,0.5775
2020-10-02,+148,-183,1.0,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-03,+148,-183,1.0,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-04,+148,-183,1.0,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-05,+148,-183,1.0,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-06,+151,-179,1.0,2.51,1.558659217877095,3.8446089433840767,0.3831,0.6169
2020-10-07,+151,-179,1.0,2.51,1.558659217877095,3.8446089433840767,0.3831,0.6169
2020-10-08,+151,-179,1.0,2.51,1.558659217877095,3.8446089433840767,0.3831,0.6169
2020-10-09,+175,-202,1.0,2.75,1.495049504950495,3.1486824051350863,0.3522,0.6478
2020-10-10,+175,-202,1.0,2.75,1.495049504950495,3.1486824051350863,0.3522,0.6478
2020-10-11,+175,-202,1.0,2.75,1.495049504950495,3.1486824051350863,0.3522,0.6478
2020-10-12,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-13,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-14,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-15,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-16,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-17,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-18,+184,-221,1.0,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-19,+139,-166,1.0,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-20,+139,-166,1.0,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-21,+139,-166,1.0,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-22,+139,-166,1.0,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-23,+139,-166,1.0,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-24,+139,-166,1.0,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-25,+170,-207,1.0,2.7,1.4830917874396135,4.273006803754424,0.3546,0.6454
2020-10-26,+167,-202,1.0,2.67,1.495049504950495,4.160020056679632,0.3589,0.6411
2020-10-27,+167,-202,1.0,2.67,1.495049504950495,4.160020056679632,0.3589,0.6411
2020-10-28,+163,-191,1.0,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-10-29,+163,-191,1.0,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-10-30,+163,-191,1.0,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-10-31,+163,-191,1.0,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-11-01,+157,-188,1.0,2.5700000000000003,1.5319148936170213,4.0198966612348785,0.3735,0.6265
2020-11-02,+157,-188,1.0,2.5700000000000003,1.5319148936170213,4.0198966612348785,0.3735,0.6265
2020-11-03,+140,-170,2.0,2.4,1.5882352941176472,4.42477873585519,0.3983,0.6017
2020-11-03,+160,-190,2.0,2.6,1.526315789473684,3.8265419161567724,0.3699,0.6301
2020-11-03,+170,-200,2.0,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03,+180,-210,2.0,2.8,1.4761904761904763,3.3407764342153063,0.3452,0.6548
2020-11-03,+175,-205,2.0,2.75,1.4878048780487805,3.4532455576415004,0.3511,0.6489
2020-11-03,+170,-200,2.0,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03,+170,-200,2.0,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03,+170,-200,2.0,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03,+175,-215,2.0,2.75,1.4651162790697674,4.413806714295253,0.3476,0.6524
2020-11-03,+190,-220,2.0,2.9,1.4545454545454546,3.1315251655237146,0.334,0.666
2020-11-03,+180,-210,2.0,2.8,1.4761904761904763,3.3407764342153063,0.3452,0.6548
2020-11-03,+160,-190,2.0,2.6,1.526315789473684,3.8265419161567724,0.3699,0.6301
2020-11-03,+145,-175,2.0,2.45,1.5714285714285714,4.262866414673021,0.3908,0.6092
2020-11-03,+125,-155,2.0,2.25,1.6451612903225805,4.9689198941980415,0.4224,0.5776
2020-11-03,+105,-135,2.0,2.05,1.7407407407407407,5.8622398547192995,0.4592,0.5408
2020-11-03,+100,-135,2.0,2.0,1.7407407407407407,6.9306923003655205,0.4653,0.5347
2020-11-03,-110,-120,2.0,1.9090909090909092,1.8333333333333335,6.47772763667337,0.4899,0.5101
2020-11-03,+100,-130,2.0,2.0,1.7692307692307692,6.122452862209936,0.4694,0.5306
2020-11-03,+120,-150,2.0,2.2,1.6666666666666665,5.172413500750107,0.431,0.569
2020-11-03,+135,-180,2.0,2.35,1.5555555555555556,6.401127123793862,0.3983,0.6017
2020-11-03,+115,-150,2.0,2.15,1.6666666666666665,6.113516004345257,0.4367,0.5633
2020-11-03,+110,-145,2.0,2.1,1.6896551724137931,6.369407485328228,0.4459,0.5541
2020-11-03,-110,-120,2.0,1.9090909090909092,1.8333333333333335,6.47772763667337,0.4899,0.5101
2020-11-03,-120,-110,2.0,1.8333333333333335,1.9090909090909092,6.4777229537575725,0.5101,0.4899
2020-11-03,-200,+150,2.0,1.5,2.5,6.2499839346828345,0.625,0.375
2020-11-03,-245,+180,2.0,1.4081632653061225,2.8,6.304572926979017,0.6654,0.3346
2020-11-03,-220,+155,2.0,1.4545454545454546,2.55,7.377965578921137,0.6368,0.3632
2020-11-03,-370,+260,2.0,1.2702702702702702,3.6,6.1043242689416255,0.7392,0.2608
2020-11-03,-775,+450,2.0,1.129032258064516,5.5,6.326047801011986,0.8297,0.1703
2020-11-03,-300,+220,2.0,1.3333333333333333,3.2,5.8823512912208855,0.7059,0.2941
2020-11-03,-250,+185,2.0,1.4,2.85,6.117639784251379,0.6706,0.3294
2020-11-03,-270,+200,2.0,1.3703703703703702,3.0,5.932187733334946,0.6865,0.3135
2020-11-03,-240,+180,2.0,1.4166666666666667,2.8,5.928863506378398,0.6641,0.3359
2020-11-03,-330,+235,2.0,1.303030303030303,3.35,6.186909532798715,0.72,0.28
2020-11-03,-295,+215,2.0,1.3389830508474576,3.15,6.041172850353782,0.7017,0.2983
2020-11-03,-190,+145,2.0,1.526315789473684,2.45,5.956333097775389,0.6161,0.3839
2020-11-03,-165,+125,2.0,1.606060606060606,2.25,6.2868178185447805,0.5835,0.4165
2020-11-03,-150,+115,2.0,1.6666666666666665,2.15,6.11355666748684,0.5633,0.4367
2020-11-04,-135,+105,2.0,1.7407407407407407,2.05,5.862242553339815,0.5408,0.4592
2020-11-04,-180,+135,2.0,1.5555555555555556,2.35,6.4011437931205,0.6017,0.3983
2020-11-04,-150,+115,2.0,1.6666666666666665,2.15,6.11355666748684,0.5633,0.4367
2020-11-04,-165,+125,2.0,1.606060606060606,2.25,6.2868178185447805,0.5835,0.4165
2020-11-04,-160,+120,2.0,1.625,2.2,6.535949897081636,0.5752,0.4248
2020-11-04,-145,+110,2.0,1.6896551724137931,2.1,6.369436260308353,0.5541,0.4459
2020-11-04,-160,+120,2.0,1.625,2.2,6.535949897081636,0.5752,0.4248
2020-11-04,+235,-330,2.0,3.35,1.303030303030303,6.186906931776934,0.28,0.72
2020-11-04,+340,-475,2.0,4.4,1.2105263157894737,5.065656348525499,0.2158,0.7842
2020-11-04,+320,-460,2.0,4.2,1.2173913043478262,5.617983596159886,0.2247,0.7753
2020-11-04,+330,-500,2.0,4.3,1.2,6.181809234618287,0.2182,0.7818
2020-11-04,+250,-295,2.0,3.5,1.3389830508474576,3.1523748073838274,0.2767,0.7233
2020-11-04,+248,-335,1.0,3.48,1.2985074626865671,5.434799640804335,0.2718,0.7282
2020-11-04,+302,-418,1.0,4.02,1.2392344497607655,5.27665775870403,0.2357,0.7643
2020-11-04,+490,-780,1.0,5.9,1.1282051282051282,5.290027741244805,0.1605,0.8395
2020-11-04,+528,-867,1.0,6.28,1.1153402537485582,5.287165423147528,0.1508,0.8492
2020-11-05,+476,-716,1.0,5.76,1.1396648044692737,4.858143694434136,0.1652,0.8348
2020-11-05,+675,-1340,1.0,7.75,1.0746268656716418,5.6236823764983,0.1217,0.8783
2020-11-06,+1050,-3967,1.0,11.5,1.0252079657171667,5.870693570945103,0.0819,0.9181
2020-11-07,,,,,,,0.0,1.0
